id,market,price,signedChangeRate,accTradePrice24h,accTradeVolume24h,rankByChangeRate,rankByTradeValue,timestamp
2054662,KRW-AKT,1090.0,-0.0762711864,3528433599.4645953,3043307.32592748,247,58,1778888901069
2054663,KRW-COW,264.0,-0.0434782609,202749628.96175456,761815.56485655,150,245,1778888901069
2054664,KRW-VIRTUAL,1117.0,-0.0329004329,9275533010.985682,8127699.71731293,103,25,1778888901069
2054665,KRW-ETH,3310000.0,-0.018677735,109167247592.30519,32763.8699809,47,4,1778888901069
2054666,KRW-IQ,1.63,-0.0297619048,273225834.34013355,166660499.5585401,86,230,1778888901069
2054667,KRW-IP,747.0,-0.0580075662,6836258737.573807,8897929.51397639,211,30,1778888901069
2054668,KRW-NEAR,2293.0,-0.0141874463,5443224141.921729,2365446.48510767,34,39,1778888901069
2054669,KRW-RVN,8.45,-0.0408626561,574601895.3690256,66615110.2247182,141,184,1778888901069
2054670,KRW-PRL,327.0,-0.1185983827,2514908243.7232637,7323759.26682696,259,75,1778888901069
2054671,KRW-AGLD,361.0,-0.0719794344,645988496.7065464,1729858.88882385,241,172,1778888901069
2054672,KRW-ID,46.6,-0.0566801619,984570460.2474961,20827436.60358188,205,136,1778888901069
2054673,KRW-IN,89.6,-0.0538542767,529805617.66148186,5807535.71580571,195,190,1778888901069
2054674,KRW-MANTRA,14.9,-0.0628930818,1471751956.2359135,95303267.73679885,224,109,1778888901069
2054675,KRW-WAL,112.0,-0.0743801653,607602201.3174634,5318116.33569558,244,176,1778888901069
2054676,KRW-PENDLE,2938.0,-0.0154155496,2337890510.6043935,777797.06514222,40,78,1778888901069
2054677,KRW-BLUR,36.2,-0.0473684211,1262756760.2903647,34597602.41447899,167,119,1778888901069
2054678,KRW-AWE,83.1,0.0158924205,1459300797.0954816,17409253.92589422,13,111,1778888901069
2054679,KRW-THETA,318.0,-0.056379822,586003790.0864522,1809739.90041371,202,181,1778888901069
2054680,KRW-AXL,95.0,-0.0306122449,2127972847.6957,21863839.48626435,92,84,1778888901069
2054681,KRW-HP,24.7,-0.0679245283,4395599911.143288,174612632.70314774,231,45,1778888901069
2054682,KRW-SAND,111.0,-0.0512820513,3477869919.2817793,30768910.19335849,184,61,1778888901069
2054683,KRW-WCT,92.3,-0.0484536082,1165242119.67866,12384822.51472589,172,122,1778888901069
2054684,KRW-YGG,58.4,-0.0685805423,353867715.50174147,5792651.36386457,233,217,1778888901069
2054685,KRW-AXS,1782.0,-0.0470588235,2447010267.3010163,1344655.08387754,166,76,1778888901069
2054686,KRW-ARDR,61.3,-0.0315955766,498880163.4484096,8093916.44083099,97,192,1778888901069
2054687,KRW-AQT,796.0,-0.0257037944,412053778.3680596,515388.09630782,70,207,1778888901069
2054688,KRW-ME,160.0,-0.0361445783,1198376461.5928366,7295803.42688778,117,120,1778888901069
2054689,KRW-TRUST,102.0,-0.0377358491,899901310.9176401,8783048.38444307,126,142,1778888901069
2054690,KRW-SONIC,61.3,-0.0683890578,4230848910.877486,67230316.73073217,232,50,1778888901069
2054691,KRW-ARB,185.0,-0.0512820513,1651317072.677943,8744653.75769976,185,104,1778888901069
2054692,KRW-POL,135.0,-0.0357142857,2150795600.4331574,15705819.70630828,115,82,1778888901069
2054693,KRW-CVC,46.0,-0.0233545648,6442310526.545308,131787420.94145554,59,32,1778888901069
2054694,KRW-T,8.71,-0.0300668151,357263219.8932435,40555371.76055539,89,216,1778888901069
2054695,KRW-W,19.6,-0.0798122066,3287622367.9400897,163507118.51477435,251,64,1778888901069
2054696,KRW-ARK,254.0,-0.0378787879,750893761.1184155,2925514.74103435,127,157,1778888901069
2054697,KRW-AVNT,215.0,-0.0444444444,2052918675.0387406,9472759.06497453,158,87,1778888901069
2054698,KRW-LA,195.0,-0.0487804878,2057371962.0441523,10154390.27121072,173,86,1778888901069
2054699,KRW-HYPER,164.0,-0.0238095238,801491707.3513302,4828183.15637503,61,152,1778888901069
2054700,KRW-ATH,9.15,-0.0701219512,3491150525.224752,370141142.49694633,238,60,1778888901069
2054701,KRW-TAIKO,167.0,-0.0402298851,555461079.5110673,3267933.78705709,138,187,1778888901069
2054702,KRW-AVAX,14180.0,-0.031420765,4249554040.1828713,295858.78574831,95,49,1778888901069
2054703,KRW-XAUT,6756000.0,-0.0171661333,1695522895.2182,249.552411,43,100,1778888901069
2054704,KRW-CPOOL,50.3,-0.0598130841,3516987373.250563,68621430.25664826,217,59,1778888901069
2054705,KRW-IMX,276.0,-0.0769230769,3804933133.215825,13061006.54577832,248,54,1778888901069
2054706,KRW-SC,1.41,-0.0208333333,444312527.2273631,312271075.8206942,54,203,1778888901069
2054707,KRW-INJ,7275.0,-0.0452755906,5642804587.170039,754339.75796735,162,36,1778888901069
2054708,KRW-MVL,1.93,-0.0203045685,107035459.81447358,55515483.29058598,53,259,1778888901069
2054709,KRW-HIVE,91.2,-0.0410094637,702200803.7290821,7623802.88053015,143,164,1778888901069
2054710,KRW-CBK,372.0,-0.03125,226020080.0562653,599271.21058142,94,241,1778888901069
2054711,KRW-XLM,231.0,-0.0375,14476719877.666548,61651978.06744095,125,18,1778888901069
2054712,KRW-OP,203.0,-0.0558139535,267540585.77605212,1298721.76367445,200,233,1778888901069
2054713,KRW-SAFE,211.0,-0.0365296804,138913352.42881882,644946.03182932,119,256,1778888901069
2054714,KRW-GLM,213.0,-0.0046728972,477730382.7911192,2275351.97432643,25,196,1778888901069
2054715,KRW-SUPER,183.0,-0.0518134715,429527157.93134946,2289299.88619012,190,206,1778888901069
2054716,KRW-LINEA,5.38,-0.0511463845,1024304814.5306526,184242305.2450553,182,130,1778888901069
2054717,KRW-KERNEL,101.0,0.0222672065,4267467667.9674616,40547759.86838267,9,47,1778888901069
2054718,KRW-POKT,16.9,-0.0287356322,573150373.3182802,33566242.73968473,82,185,1778888901069
2054719,KRW-SENT,23.4,-0.025,489301602.2896252,20546593.17066356,64,194,1778888901069
2054720,KRW-ZKC,107.0,-0.0530973451,648695997.180411,5957705.37554754,192,171,1778888901069
2054721,KRW-KNC,211.0,-0.0321100917,663153101.6120077,3094653.12098832,102,170,1778888901069
2054722,KRW-ZKP,110.0,-0.0265486726,980608536.0015357,8611013.08119053,73,137,1778888901069
2054723,KRW-AUCTION,7150.0,-0.0165061898,323909396.2359534,45136.57146669,41,220,1778888901069
2054724,KRW-ORDER,81.6,-0.0215827338,737457367.4123324,8940460.24487368,55,158,1778888901069
2054725,KRW-DRIFT,73.1,0.0383522727,47462192048.06284,620510890.888807,6,7,1778888901069
2054726,KRW-FCT2,18.1,-0.0320855615,200349610.9709721,10925979.83234371,101,246,1778888901069
2054727,KRW-MTL,457.0,-0.0193133047,187626692.4678253,408022.4454346,48,251,1778888901069
2054728,KRW-VET,10.4,-0.037037037,1648101646.8905413,154571994.7675485,123,105,1778888901069
2054729,KRW-TAO,424300.0,-0.0569015337,2967507105.36298,6786.06527762,207,66,1778888901069
2054730,KRW-QTUM,1385.0,-0.0448275862,863921826.2414213,610196.38428696,160,145,1778888901069
2054731,KRW-TT,1.29,-0.030075188,199274950.75334516,152950487.706768,90,247,1778888901069
2054732,KRW-LINK,14970.0,-0.0329457364,7242881824.747354,477442.12713571,104,28,1778888901069
2054733,KRW-XRP,2135.0,-0.0264477884,192735660896.04962,88718758.24869826,71,1,1778888901069
2054734,KRW-CHZ,67.7,0.0335877863,6074083206.5190325,91608180.92827266,7,35,1778888901069
2054735,KRW-ASTR,12.9,-0.0152671756,734236387.528086,56111949.52751734,39,159,1778888901069
2054736,KRW-ZK,24.7,-0.0714285714,839176553.92157,33369124.3554115,239,150,1778888901069
2054737,KRW-STORJ,205.0,0.28125,17393205671.262222,89113179.83337882,1,16,1778888901069
2054738,KRW-ENA,165.0,-0.0782122905,5575227955.069418,32434595.78686509,249,37,1778888901069
2054739,KRW-MANA,136.0,-0.0422535211,383415486.53778195,2766253.22615342,147,210,1778888901069
2054740,KRW-OPEN,266.0,-0.0184501845,1977844218.3682222,7377979.93293085,46,92,1778888901069
2054741,KRW-PYTH,69.2,-0.0761014686,1354074149.2360814,19012703.76887664,246,114,1778888901069
2054742,KRW-ENS,10040.0,-0.0419847328,2935408210.87848,288644.09573362,144,68,1778888901069
2054743,KRW-GRT,40.0,-0.0314769976,1315706004.9858017,32171468.66782266,96,116,1778888901069
2054744,KRW-PUMP,2.67,-0.0430107527,566602146.1231542,208213871.57700568,148,186,1778888901069
2054745,KRW-XTZ,543.0,-0.0286225403,191039006.49329272,348427.19612526,81,250,1778888901069
2054746,KRW-CKB,2.27,-0.0462184874,474711356.38680786,206828491.01024783,164,197,1778888901069
2054747,KRW-KAVA,88.3,-0.0535905681,7741815046.46983,80900079.41370106,194,27,1778888901069
2054748,KRW-TOSHI,0.271,-0.0355871886,435492792.7858873,1560113785.023693,113,205,1778888901069
2054749,KRW-BARD,392.0,-0.0248756219,2148127624.759609,5449001.27970992,63,83,1778888901069
2054750,KRW-ZRO,1955.0,-0.0605478136,1783185266.7010465,899597.63987376,220,95,1778888901069
2054751,KRW-RAY,1108.0,-0.0554134697,446822014.2586125,400050.98923999,199,201,1778888901069
2054752,KRW-ONDO,540.0,-0.0592334495,27969186051.156574,50088230.7483777,215,14,1778888901069
2054753,KRW-ZRX,166.0,-0.0348837209,257056716.45959705,1534540.27487532,111,235,1778888901069
2054754,KRW-GMT,17.3,-0.079787234,604839161.6937829,34287303.85442948,250,177,1778888901069
2054755,KRW-TFUEL,16.6,-0.0404624277,256879972.00021255,15255693.05991555,139,236,1778888901069
2054756,KRW-CFG,405.0,-0.0334128878,3683215349.233702,9002563.68296533,107,56,1778888901069
2054757,KRW-AZTEC,31.3,-0.0901162791,7744293631.495071,221916449.44680667,255,26,1778888901069
2054758,KRW-XPL,133.0,-0.0699300699,5150223897.508113,37769668.97877855,237,40,1778888901069
2054759,KRW-ZAMA,40.5,0.0201511335,579144368.5267992,14761902.01604589,10,183,1778888901069
2054760,KRW-MASK,723.0,-0.04743083,351668156.2860483,477202.35862325,168,218,1778888901069
2054761,KRW-COMP,32870.0,-0.0266508736,290716763.1203422,8728.47763107,74,224,1778888901069
2054762,KRW-ZETA,78.7,-0.0518072289,1010854233.9282049,12556540.40558414,189,132,1778888901069
2054763,KRW-RED,201.0,-0.038277512,911873041.2682531,4377478.93406876,129,141,1778888901069
2054764,KRW-TIA,626.0,-0.0874635569,1459337138.155289,2202830.10006752,254,110,1778888901069
2054765,KRW-ADA,388.0,-0.0275689223,10749526225.173538,27385602.69835826,76,20,1778888901069
2054766,KRW-ELF,119.0,-0.0083333333,276520090.76728654,2324859.76234281,29,229,1778888901069
2054767,KRW-SOON,257.0,-0.0265151515,2012144432.2307708,7849614.38281724,72,89,1778888901069
2054768,KRW-STEEM,85.8,-0.0137931034,637168144.3227001,7392259.44446492,33,173,1778888901069
2054769,KRW-ELSA,100.0,-0.0566037736,1136989850.7639613,11181939.74357641,204,123,1778888901069
2054770,KRW-SPK,50.4,0.008,5484534088.868304,109706314.8485084,18,38,1778888901069
2054771,KRW-SOPH,12.5,-0.0458015267,805114832.296625,63179429.89178173,163,151,1778888901069
2054772,KRW-MED,3.14,-0.0278637771,360763757.8686317,113702553.05683419,79,215,1778888901069
2054773,KRW-1INCH,143.0,-0.0337837838,281429322.8736678,1951197.03642708,109,226,1778888901069
2054774,KRW-KAT,13.0,-0.0298507463,2154168204.641287,165666011.16971427,87,81,1778888901069
2054775,KRW-MEW,0.867,-0.0637149028,1695678254.0561585,1919666573.877612,227,99,1778888901069
2054776,KRW-ORBS,12.7,-0.0230769231,282930478.6501558,22211195.28457358,58,225,1778888901069
2054777,KRW-RENDER,2798.0,-0.0028510335,2581385733.3013926,933166.97536189,24,73,1778888901069
2054778,KRW-ORCA,2185.0,0.0186480186,3475903392.002438,1627017.25880238,12,62,1778888901069
2054779,KRW-BERA,551.0,-0.0862354892,3875939332.4552603,6770470.51462111,253,53,1778888901069
2054780,KRW-SIGN,22.3,-0.05907173,4094802425.839805,180020275.90921316,214,52,1778888901069
2054781,KRW-VANA,2261.0,-0.0199393151,720073841.2171923,313699.36773492,52,162,1778888901069
2054782,KRW-DOT,1959.0,-0.0268256334,1090358068.010657,549681.27784834,75,126,1778888901069
2054783,KRW-EDGE,152.0,-0.0193548387,841654707.1702212,5420793.52884889,49,149,1778888901069
2054784,KRW-MET2,230.0,-0.029535865,216395042.93324316,929352.35088204,85,243,1778888901069
2054785,KRW-MBL,1.4,-0.0277777778,1032208215.4693352,737439918.819073,78,129,1778888901069
2054786,KRW-FLUID,2418.0,-0.058411215,587697504.2154301,229355.48768681,213,180,1778888901069
2054787,KRW-BIGTIME,19.5,-0.0441176471,678242844.4195012,34319551.18630389,155,167,1778888901069
2054788,KRW-SNT,14.9,-0.0197368421,454363257.95706946,30225903.40241882,51,199,1778888901069
2054789,KRW-SOL,132800.0,-0.02567865,31661314074.408543,235197.54511604,69,12,1778888901069
2054790,KRW-QKC,4.56,-0.0379746835,120526622.21671116,26271918.08942669,128,257,1778888901069
2054791,KRW-META,14.2,-0.0405405405,234969239.0468255,16306558.93543867,140,239,1778888901069
2054792,KRW-IRYS,90.9,-0.1174757282,147328957461.4103,1371716843.2074003,257,3,1778888901069
2054793,KRW-SAHARA,56.1,0.02,37458535377.05868,655801184.0733497,11,9,1778888901069
2054794,KRW-MLK,76.4,-0.0316856781,310693498.8602824,4023155.49686247,98,221,1778888901069
2054795,KRW-VTHO,0.815,-0.0512223516,1110383909.6645117,1321640410.13375,183,125,1778888901069
2054796,KRW-KITE,310.0,-0.0251572327,9354769147.995258,29675089.39347272,66,24,1778888901069
2054797,KRW-MINA,90.4,-0.0670794634,603355192.4637154,6515367.40632749,229,178,1778888901069
2054798,KRW-MMT,188.0,-0.0552763819,481201202.3824592,2507387.45719136,198,195,1778888901069
2054799,KRW-CHIP,85.2,-0.0522803115,9408282893.582035,106833219.91584519,191,23,1778888901069
2054800,KRW-ZORA,17.8,-0.0582010582,2029124782.5964997,112477457.4804082,212,88,1778888901069
2054801,KRW-XCN,7.44,-0.0145695364,12026345007.157171,1544248511.628481,37,19,1778888901069
2054802,KRW-GAS,2402.0,-0.0392,1116367496.1512153,459419.28702929,134,124,1778888901069
2054803,KRW-MEGA,150.0,-0.0384615385,6697663098.225505,44601635.55008552,131,31,1778888901069
2054804,KRW-MNT,990.0,-0.0360272639,438335277.3792182,431983.44133264,116,204,1778888901069
2054805,KRW-MOC,40.7,-0.0169082126,142815112.5132233,3486547.61490844,42,255,1778888901069
2054806,KRW-MOODENG,81.7,-0.0576701269,1824043913.1292863,21857012.91979657,209,94,1778888901069
2054807,KRW-XEC,0.0114,-0.0420168067,1670352086.7489498,143982870135.23346,145,102,1778888901069
2054808,KRW-MON,42.2,-0.0409090909,2385242102.66207,56200410.05580638,142,77,1778888901069
2054809,KRW-ZIL,5.99,-0.0338709677,668511102.5707688,110188720.02248374,110,169,1778888901069
2054810,KRW-GAME2,2.02,-0.0194174757,196758559.40391958,97195213.82172605,50,248,1778888901069
2054811,KRW-STX,373.0,-0.0604534005,4503044448.456251,11771250.59389312,219,44,1778888901069
2054812,KRW-FLOCK,99.5,0.0484720759,5116866416.272236,53255095.64218267,4,41,1778888901069
2054813,KRW-PROVE,370.0,-0.0439276486,167021569.31739125,442677.31647169,153,252,1778888901069
2054814,KRW-BSV,23580.0,-0.0445705024,989042272.2104207,41470.04159441,159,135,1778888901069
2054815,KRW-SUI,1634.0,-0.0689458689,23832494022.30555,14199220.88199572,234,15,1778888901069
2054816,KRW-SYRUP,334.0,-0.0564971751,325478745.4571979,949417.39478807,203,219,1778888901069
2054817,KRW-BTC,117700000.0,-0.0179227021,187806677628.32364,1579.69354054,44,2,1778888901069
2054818,KRW-HOLO,109.0,-0.018018018,1782519719.936269,16122856.62633132,45,96,1778888901069
2054819,KRW-MIRA,117.0,-0.0487804878,931803407.5773877,7858314.22197553,174,140,1778888901069
2054820,KRW-SUN,29.2,-0.0068027211,191662357.68599007,6583640.21221637,27,249,1778888901069
2054821,KRW-ZBT,234.0,0.0833333333,10206369243.418516,45268874.62418614,3,21,1778888901069
2054822,KRW-ONG,98.7,-0.06,633818928.7807199,6343497.33706664,218,174,1778888901069
2054823,KRW-BTT,0.00048,-0.0143737166,932790321.8869839,1939504730926.9563,36,139,1778888901069
2054824,KRW-ENSO,1258.0,-0.0440729483,2223531393.0816655,1747971.44131333,154,80,1778888901069
2054825,KRW-BIRB,194.0,-0.0251256281,459082215.4512299,2344290.25324808,65,198,1778888901069
2054826,KRW-ONT,87.7,-0.0498374865,1415916282.654477,15778752.55665445,178,113,1778888901069
2054827,KRW-SOMI,249.0,-0.0496183206,396164404.99487764,1562088.77308163,177,209,1778888901069
2054828,KRW-DEEP,50.5,-0.0578358209,998180225.2224557,19467475.11579982,210,134,1778888901069
2054829,KRW-STRAX,19.3,-0.035,376823543.247964,19253321.46753484,112,213,1778888901069
2054830,KRW-ICP,3886.0,-0.0618058909,2007031273.8313384,495805.0747924,223,90,1778888901069
2054831,KRW-BREV,176.0,-0.0434782609,1013230845.5735279,5558718.27415996,151,131,1778888901069
2054832,KRW-ICX,55.2,-0.044982699,248779566.5430588,4413086.8980335,161,237,1778888901069
2054833,KRW-POLYX,82.6,0.0260869565,54980582367.378525,616609256.6158549,8,6,1778888901069
2054834,KRW-WAXP,9.74,-0.0356435644,217119598.90860406,22109948.58511161,116,242,1778888932932
2054835,KRW-CARV,86.7,-0.0616883117,1288315246.3869295,14399778.69120663,222,117,1778888932932
2054836,KRW-LSK,183.0,-0.0368421053,444519082.3881993,2396788.06427281,123,202,1778888932932
2054837,KRW-0G,759.0,-0.0698529412,1415666704.1676378,1790148.73652002,235,113,1778888932932
2054838,KRW-WIF,303.0,-0.0676923077,1070559489.1534069,3405443.93042218,230,127,1778888932932
2054839,KRW-BORA,53.2,-0.0256410256,552531256.9322515,10267685.67017479,67,188,1778888932932
2054840,KRW-PUNDIX,220.0,-0.0308370044,211864146.85613924,954096.43708525,93,244,1778888932932
2054841,KRW-PROS,1063.0,-0.030993619,34673442748.44323,30147080.78167581,94,10,1778888932932
2054842,KRW-USD1,1489.0,0.0060810811,162852239.36324364,109682.95807437,21,253,1778888932932
2054843,KRW-BAT,150.0,-0.0384615385,260913909.00846982,1715490.90291565,131,234,1778888932932
2054844,KRW-HUNT,152.0,-0.0256410256,271809461.334371,1776298.67203159,68,232,1778888932932
2054845,KRW-PENGU,13.2,-0.0222222222,3627240165.500853,275170443.632232,56,57,1778888932932
2054846,KRW-FIL,1506.0,-0.0333761232,1980810316.6310415,1305079.28477274,105,91,1778888932932
2054847,KRW-BEAM,2.75,-0.0316901408,279887790.477021,100190890.01591739,99,227,1778888932932
2054848,KRW-DOOD,4.2,-0.0561797753,1263535853.9028707,293198237.8290761,201,119,1778888932932
2054849,KRW-WAVES,613.0,0.0065681445,1188799845.9025898,1960798.85911042,20,121,1778888932932
2054850,KRW-USDC,1488.0,0.0081300813,1047843877.9159508,705712.53688957,17,128,1778888932932
2054851,KRW-MOVE,26.2,-0.0507246377,1962674721.0258338,73438575.37002143,180,93,1778888932932
2054852,KRW-TREE,97.5,-0.0533980583,1570554669.9055104,15754547.69803763,193,107,1778888932932
2054853,KRW-USDE,1485.0,0.0047361299,44784982.99075353,30161.22595245,22,260,1778888932932
2054854,KRW-AERGO,80.5,-0.0098400984,671550206.1228664,8371455.46626094,29,168,1778888932932
2054855,KRW-WET,123.0,-0.0820895522,958197072.4548665,7493215.68909952,252,138,1778888932932
2054856,KRW-USDT,1489.0,0.0074424899,104318621681.62242,70281175.92128918,19,5,1778888932932
2054857,KRW-USDS,1485.0,0.0102040816,119532418.62931272,80471.71143595,16,258,1778888932932
2054858,KRW-2Z,138.0,-0.1038961039,800404152.8682945,5521486.09789567,256,153,1778888932932
2054859,KRW-BOUNTY,30.7,-0.0495356037,447739247.53342396,14359555.7105832,175,200,1778888932932
2054860,KRW-KAITO,661.0,-0.039244186,1663318423.533142,2382345.20621345,136,104,1778888932932
2054861,KRW-LPT,3151.0,-0.0366860287,365675200.5656379,114506.5651821,121,214,1778888932932
2054862,KRW-BLAST,0.699,-0.0476839237,701939328.0722733,985955878.1665585,169,165,1778888932932
2054863,KRW-ETHFI,610.0,-0.0715372907,872220774.2525156,1380679.43618085,240,144,1778888932932
2054864,KRW-DKA,8.75,-0.0234375,854983822.43652,96760706.25923248,60,148,1778888932932
2054865,KRW-ANKR,7.33,-0.0239680426,787659877.1749307,107438381.0357439,62,155,1778888932932
2054866,KRW-ALGO,168.0,-0.0454545455,1672595616.9952512,9776034.25021581,161,101,1778888932932
2054867,KRW-SHIB,0.00912,-0.0318471338,6433292365.97705,696848720766.01,100,33,1778888932932
2054868,KRW-UNI,5350.0,-0.0281562216,1779228032.2309937,328243.38874704,80,97,1778888932932
2054869,KRW-BIO,62.3,-0.0729166667,9970750109.704788,151538750.0495042,244,22,1778888932932
